Class	namco	Type	Descriptor	BaseId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	OverlayHeight	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight
WarpedFallen	WarpedFallen	Fallen		5	1	0	FA	0	0	2	2	1	1	8	8	1	26	51	76	0	5	7	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	6	0	hth	75		20		30		90		0		1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	50	50	50	50	50	50	66	66	66	66	66	66	75	75	75	75	75	75	2	0	0	1	0	0	1	0	1	0	0	64	0	11	30	131	316	49	8	15	49	7	16	49	0	0	0	43	112	278	1621	21	41	166	19	44	166	0	0	0	105	277	446	6957	36	72	352	34	77	352	0	0	0	1	78	92	0	1	78	93	79	1	78	93	79	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Brute	Brute	Wendigo		6	1	1	YE	0	0	3	3	3	3	4	4	0	5	30	55	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	75		0		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	2	0	0	0	0	1	0	0	1	0	0	104	0	18	29	25	84	6	3	4	10	5	6	10	0	0	0	173	276	163	791	17	29	98	31	39	98	0	0	0	519	831	322	4136	35	61	255	67	83	255	0	0	0	1	71	90	0	1	71	93	76	1	71	93	76	0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Yeti	Yeti	Wendigo		6	1	1	YE	0	0	3	3	3	3	4	4	0	9	34	59	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	80		15		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	20	0	0	0	0	0	60	0	0	0	0	0	75	0	2	0	0	0	0	1	0	0	1	0	0	104	0	29	47	45	132	10	4	7	18	8	9	18	0	0	0	195	312	185	1037	19	33	111	35	44	111	0	0	0	557	891	346	5222	38	66	274	71	88	274	0	0	0	1	72	90	0	1	72	93	76	1	72	93	76	0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Crusher	Crusher	Wendigo		6	1	0	YE	0	0	3	3	3	3	5	5	1	19	44	69	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	85		25		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	2	0	0	0	0	1	0	0	1	0	0	104	0	57	92	95	327	19	8	13	36	14	18	36	0	0	0	251	402	240	2040	24	42	143	45	56	143	0	0	0	651	1041	405	9352	44	77	320	83	103	320	0	0	0	1	75	90	0	1	75	93	78	1	75	93	78	0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
WailingBeast	WailingBeast	Wendigo		6	1	1	YE	0	0	3	3	3	3	5	5	0	23	48	73	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		40		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	60	20	0	0	0	0	80	50	0	0	0	0	100	75	0	0	0	2	0	0	0	0	1	0	0	1	0	0	104	0	68	110	116	479	23	9	16	43	17	21	43	0	0	0	274	438	261	2674	26	46	156	49	61	156	0	0	0	688	1101	428	11806	46	81	339	88	109	339	0	0	0	1	77	90	0	1	77	93	79	1	77	93	79	0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GargantuanBeast	GargantuanBeast	Wendigo		6	1	0	YE	0	0	3	3	3	3	3	3	0	2	27	52	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	100		55		0		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	2	0	0	0	0	1	0	0	1	0	0	104	0	9	15	10	48	4	2	3	5	3	4	5	0	0	0	156	249	147	646	15	26	88	28	35	88	0	0	0	491	786	305	3473	33	58	241	63	78	241	0	0	0	1	70	90	0	1	70	93	75	1	70	93	75	0	1	xxx	xxx	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SandRaider	SandRaider	SandRaider		7	1	0	SR	0	0	3	3	3	3	5	5	0	13	38	63	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	40	health pct	70	circle freq	75	attack pct	15	pause time	18	charge up	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	50	3	4	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	38	59	65	179	25	6	9	47	0	0	25	0	0	0	203	319	207	1314	23	33	235	0	0	124	0	0	0	555	872	369	6369	44	64	553	0	0	292	0	0	0	1	73	91	0	1	73	93	77	1	73	93	77	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marauder	Marauder	SandRaider		7	1	0	SR	0	0	3	3	3	3	5	5	0	17	42	67	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	45	cause flee	70		80		12		16		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	60	4	5	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	2	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	48	76	85	261	32	7	11	61	0	0	32	0	0	0	224	352	229	1722	25	36	259	0	0	137	0	0	0	590	927	393	8041	47	68	588	0	0	311	0	0	0	1	74	91	0	1	74	93	77	1	74	93	77	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Invader	Invader	SandRaider		7	1	0	SR	0	0	3	3	3	3	6	6	0	18	43	68	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	50		70		85		9		14		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	70	5	6	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	3	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	51	80	90	288	34	8	11	65	0	0	34	0	0	0	229	360	234	1842	26	37	265	0	0	140	0	0	0	599	941	399	8524	48	69	597	0	0	315	0	0	0	1	74	91	0	1	74	93	77	1	74	93	77	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infidel	Infidel	SandRaider		7	1	0	SR	0	0	3	3	3	3	6	6	0	24	49	74	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	55		70		88		7		12		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	80	6	8	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	4	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	67	105	121	509	44	10	15	86	0	0	45	0	0	0	261	410	267	2765	29	42	302	0	0	160	0	0	0	651	1023	434	12091	52	75	649	0	0	343	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Assailant	Assailant	SandRaider		7	1	0	SR	0	0	3	3	3	3	7	7	1	26	51	76	0	4	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	60		70		90		5		10		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	90	8	10	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	156	3	5	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	72	113	131	616	48	11	16	93	0	0	49	0	0	0	271	426	278	3165	30	44	314	0	0	166	0	0	0	669	1051	446	13585	53	77	667	0	0	352	0	0	0	1	79	93	0	1	79	93	0	1	79	93	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	Gorgon	Gorgon		8	0	0	GO	0	0	3	3	3	2	1	1	0	18	43	68	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	33	73	90	233	18	4	14	34	0	0	0	0	0	0	147	331	234	1495	13	47	140	0	0	0	0	0	0	385	864	399	6915	24	87	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	StoneStalker	Gorgon		8	0	0	GO	0	0	3	3	3	2	1	1	0	20	45	70	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	36	81	101	282	20	4	16	38	0	0	0	0	0	0	154	346	245	1711	13	49	147	0	0	0	0	0	0	396	889	410	7770	24	89	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	SerpentQueen	Gorgon		8	0	0	GO	0	0	3	3	3	2	1	1	0	22	47	72	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	39	88	111	342	22	5	17	42	0	0	0	0	0	0	161	361	256	1959	14	51	153	0	0	0	0	0	0	407	914	422	8731	25	92	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	StygianWatcher	Gorgon		8	0	0	GO	0	0	3	3	3	2	1	1	0	24	49	74	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	43	96	121	413	24	5	19	45	0	0	0	0	0	0	168	376	267	2243	15	53	160	0	0	0	0	0	0	419	939	434	9810	26	94	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghost	Ghost	Wraith	drains mana	9	1	1	WR	0	0	2	2	3	2	5	5	0	7	32	57	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	50	approach prob	70	attack prob	12	pause	0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	40	3	5	100	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	20	0	0	0	0	50	30	0	0	0	0	60	40	50	0	0	0	75	2	1	0	0	1	0	0	1	1	0	0	96	0	14	28	35	83	8	3	6	14	0	0	0	0	0	0	110	221	174	694	18	31	105	0	0	0	0	0	0	323	646	334	3558	36	64	265	0	0	0	0	0	0	71	81	90	0	71	89	93	76	71	89	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wraith	Wraith	Wraith	drains mana	9	1	1	WR	0	0	2	2	3	2	6	6	0	10	35	60	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	60		75		10		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	45	4	7	150	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	30	0	0	0	0	50	40	0	0	0	0	60	50	50	0	0	0	75	2	1	0	0	1	0	0	1	1	0	0	96	0	19	38	50	110	11	4	8	19	0	0	0	0	0	0	120	241	191	850	19	33	114	0	0	0	0	0	0	340	680	352	4238	38	67	278	0	0	0	0	0	0	72	82	90	0	72	89	93	76	72	89	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Specter	Specter	Wraith	drains mana	9	1	0	WR	0	0	2	2	3	2	6	6	0	19	44	69	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	70		80		8		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	50	5	9	200	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	40	0	0	0	0	50	50	0	0	0	0	60	60	50	0	0	0	75	2	1	0	0	1	0	0	1	1	0	0	96	0	34	69	95	251	19	8	13	36	0	0	0	0	0	0	151	302	240	1562	24	42	143	0	0	0	0	0	0	390	781	405	7160	44	77	320	0	0	0	0	0	0	75	85	91	0	75	89	93	78	75	89	93	78	20	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apparition	Apparition	Wraith	drains mana	9	1	0	WR	0	0	2	2	3	2	7	7	0	20	45	70	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	80		85		6		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	60	6	11	300	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	50	0	0	0	0	50	60	0	0	0	0	60	70	50	0	0	0	75	2	1	0	0	1	0	0	1	1	0	0	96	0	36	72	101	276	20	8	14	38	0	0	0	0	0	0	154	308	245	1671	24	43	147	0	0	0	0	0	0	396	792	410	7589	45	78	325	0	0	0	0	0	0	75	85	91	0	75	89	93	78	75	89	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkShape	DarkShape	Wraith	drains mana	9	1	0	WR	0	0	2	2	3	2	8	8	1	22	47	72	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	90		90		4		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	4	7	0	70	7	15	400	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	60	0	0	0	0	50	75	0	0	0	0	60	80	50	0	0	0	75	2	1	0	0	1	0	0	1	1	0	0	96	0	39	79	111	334	22	9	15	42	0	0	0	0	0	0	161	322	256	1914	25	44	153	0	0	0	0	0	0	407	815	422	8528	46	80	334	0	0	0	0	0	0	76	86	92	0	76	89	93	78	76	89	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkHunter	DarkHunter	CorruptRogue		10	1	1	CR	0	0	2	2	3	2	5	5	1	2	27	52	0	2	3	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	10	0	1hs	60		75		15		0		0		1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	80	0	4	7	10	31	12	1	3	5	0	0	0	0	0	0	71	116	147	419	11	30	88	0	0	0	0	0	0	223	367	305	2252	25	67	241	0	0	0	0	0	0	1	70	90	0	1	70	93	75	1	70	93	75	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VileHunter	VileHunter	CorruptRogue		10	1	1	CR	0	0	2	2	3	2	6	8	1	5	30	55	0	2	4	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	10	0	1hs	70		80		12		0		0		1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	80	0	8	13	25	54	18	2	5	10	0	0	0	0	0	0	78	129	163	513	12	33	98	0	0	0	0	0	0	235	388	322	2682	26	70	255	0	0	0	0	0	0	1	71	90	0	1	71	93	76	1	71	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DarkStalker	DarkStalker	CorruptRogue		10	1	1	CR	0	0	2	2	3	2	6	10	1	8	33	58	0	3	4	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	10	0	1hs	80		85		9		0		0		1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	170	0	10	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	80	0	12	20	40	78	25	3	7	16	0	0	0	0	0	0	86	141	180	629	14	36	108	0	0	0	0	0	0	248	409	340	3194	28	74	269	0	0	0	0	0	0	1	71	90	0	1	71	93	76	1	71	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BlackRogue	BlackRogue	CorruptRogue		10	1	1	CR	0	0	2	2	3	2	7	12	1	9	34	59	0	3	5	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	10	0	1hs	90		88		7		0		0		1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	80	0	13	22	45	86	33	3	8	18	0	0	0	0	0	0	88	146	185	673	14	37	111	0	0	0	0	0	0	252	416	346	3386	28	75	274	0	0	0	0	0	0	1	72	90	0	1	72	93	76	1	72	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FleshHunter	FleshHunter	CorruptRogue		10	1	0	CR	0	0	2	2	3	2	8	12	0	23	48	73	0	4	5	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	10	0	1hs	99		90		5		0		0		1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	20	0	0	0	0	0	20	0	0	0	0	0	20	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	80	0	31	51	116	311	40	7	18	43	0	0	0	0	0	0	124	204	261	1734	20	52	156	0	0	0	0	0	0	312	514	428	7656	35	93	339	0	0	0	0	0	0	1	77	92	0	1	77	93	79	1	77	93	79	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DuneBeast	DuneBeast	BaboonDemon		11	1	0	BB	0	0	3	3	3	3	7	12	0	18	43	68	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	hth	60		0		20		0		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	41	57	90	238	18	6	18	34	0	0	0	0	0	0	183	259	234	1524	20	60	140	0	0	0	0	0	0	479	675	399	7053	37	110	315	0	0	0	0	0	0	74	91	0	0	74	93	77	0	74	93	77	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
